Trifolium fragiferum;Rakkoapila;
Lysimachia vulgaris;Ranta-alpi;
Inula salicina;Rantahirvenjuuri;
Barbarea stricta;Rantakanankaali;
Lythrum salicaria;Rantakukka;Pohjanrantakukka
Ranunculus reptans;Rantaleinikki;
Myosotis laxa;Rantalemmikki;
Galium palustre;Rantamatara;
Mentha arvensis;Rantaminttu;
Rorippa palustris;Rantanenätti;
Lathyrus palustris;Rantanätkelmä;
Sparganium emersum;Rantapalpakko;
Ligusticum scothicum;Rantaputki;
Petasites spurius;Rantaruttojuuri;
Euphorbia palustris;Rantatyräkki;
Veronica longifolia;Rantatädyke;
Erysimum strictum;Rantaukonnauris;
Lycopus europaeus;Rantayrtti;
Brassica napus;Rapsi ja lanttu;
Lepidium densiflorum;Ratakrassi;
Alisma plantago-aquatica;Ratamosarpio;
Urtica urens;Rautanokkonen;
Vicia sativa;Rehuvirna;
Sagina procumbens;Rentohaarikko;
Caltha palustris;Rentukka;
Tanacetum parthenium;Reunuspietaryrtti;Reunuspäivänkakkara
Arctostaphylos alpina;Riekonmarja;
Consolida regalis;Rikkakukonkannus;
Rorippa sylvestris;Rikkanenätti;
Impatiens parviflora;Rikkapalsami;
Sinapis arvensis;Rikkasinappi;
Melilotus officinalis;Rohtomesikkä;
Sisymbrium officinale;Rohtopernaruoho;
Stachys officinalis;Rohtopähkämö;
Anchusa officinalis;Rohtorasti;
Symphytum officinale;Rohtoraunioyrtti;
Digitalis purpurea;Rohtosormustinkukka;
Veronica officinalis;Rohtotädyke;
Valeriana officinalis;Rohtovirmajuuri;
Galega officinalis;Rohtovuohenherne;
Primula nutans;Ruijanesikko;
Antennaria nordhageniana;Ruijankissankäpälä;
Centaurea cyanus;Ruiskaunokki;Ruiskukka
Papaver dubium;Ruisunikko;
Cornus suecica;Ruohokanukka;
Allium schoenoprasum;Ruoholaukka;Ruohosipuli
Arabidopsis suecica;Ruotsinpitkäpalko;
Symphytum × uplandicum;Ruotsinraunioyrtti;
Lilium bulbiferum;Ruskolilja;
Minuartia rubella;Rusonätä;
Hemerocallis fulva;Rusopäivänlilja;
Rhodiola rosea;Ruusujuuri;Pohjanruusujuuri
Knautia arvensis;Ruusuruoho;Ketoruusuruoho
Potentilla erecta;Rätvänä;
Ajuga reptans;Rönsyakankaali;Rentoakankaali
Waldsteinia ternata;Rönsyansikka;
Ranunculus repens;Rönsyleinikki;
Aconogonon divaricatum;Röyhytatar;Kaitaröyhytatar
Stratiotes aloides;Sahalehti;
Potentilla thuringiaca;Saksanhanhikki;
Myrrhis odorata;Saksankirveli;
Iris germanica;Saksankurjenmiekka;
Alcea rosea;Salkoruusu;Tarhasalkoruusu
Hieracium Sylvatica -ryhmä;Salokeltanot;
Campanula aparinoides;Sammakonkello;
Cassiope hypnoides;Sammalvarpio;
Hieracium Umbellata -ryhmä;Sarjakeltanot;
